store,demand
247,8284783.12664922
251,17733170.1634381
253,9553122.6341267
254,4009376.89989801
255,4921777.52000803
257,571037.012089642
258,6108932.33700956
259,9196712.38552698
261,12905526.4405495
263,8767252.00672532
266,6274825.87602191
269,12965247.2126115
270,2788532.96871626
271,8531123.9111264
272,8427183.16213356
279,9906947.51692271
280,6875202.2583526
281,9845984.04860985
282,20640334.8020344
288,9502288.24980541
289,12434321.2578439
291,11981159.2452497
293,8427183.16213356
295,10888023.3975948
297,5914509.53484907
301,5564584.8715674
302,4036063.01071058
303,14285653.1608578
305,6939674.02899993
311,6918947.7519399
312,12170344.8377997
315,5520817.32963986
316,4872294.51146493
319,12549117.7034756
321,10646695.2853888
322,8166539.06872325
323,16389503.8347868
331,15824562.844308
334,6980405.30911699
337,5783931.37014967
341,8155870.04225424
351,9419003.066126
358,14172578.6750382
360,4103526.96039275
364,19148319.3791275
369,3967590.50726967
370,7652596.35513668
371,9585272.88764004
381,20278555.3821147
382,8427183.16213356
383,12261762.4981411
386,2746847.66986857
390,8692304.90505994
391,5832657.61102526
395,8415077.7200882
397,3042618.57941147
398,5809180.26818795
401,17222452.8173411
403,4282557.58107362
405,1537334.33973419
407,3880318.22679468
411,10041879.2408911
412,7498713.26364593
414,4192310.46026375
416,571037.012089642
418,17854874.2260047
421,7702242.74470775
423,9509026.78825316
424,3219557.32044009
427,7817527.34942446
428,11004812.6131381
430,19918921.0787545
431,24388099.3283326
433,7217200.350786
434,10249092.8097751
438,5386605.83204702
441,9735317.50162348
446,3382497.40382761
449,4025200.7433798
451,13869561.0811215
453,7022674.06820297
456,8884453.01715626
458,6567322.28188339
461,17018121.6084315
465,3859354.79456039
467,5856113.16820219
468,5473012.37681036
469,4130558.67431838
470,10755457.6333477
471,9570597.36038513
473,5208524.57216118
474,10135962.8016655
475,14108938.5325592
478,6946135.82563279
479,5747172.12970544
480,19167011.8593653
481,24465354.4158906
487,12362059.7390748
491,9903014.42168361
494,2951510.48723127
495,3121194.60884438
497,13247688.3389862
498,4865237.99965945
506,20772098.537666
507,7147218.73332524
511,28516041.3481027
515,10463318.3751426
516,9536513.87734484
520,6007409.03553226
521,7917282.86630273
527,17964866.1113835
530,5557689.56510755
531,11996974.6302778
532,5597927.99741076
534,6956554.13739511
538,20165639.2032317
540,4590797.07966306
541,15754743.9415654
543,5632429.68274163
546,2966654.93728207
548,10032535.1931221
550,16375234.1019683
551,40246592.2234892
556,5415212.77915707
557,5155539.40225088
559,4779616.26331629
561,5920972.77735772
562,4846150.3369877
566,11529882.4254611
569,3433322.18585471
571,23892818.5582301
576,8804788.53420545
581,13287553.6194251
583,5734213.06989029
584,7466583.62648492
585,6647801.02483632
586,8387808.09542087
590,12260878.1106973
591,13631573.7880568
592,3916929.51794993
601,7741020.98937531
605,2394479.31714086
606,2851725.28214321
609,4405949.01252212
611,6498451.46349031
614,5372394.20709055
621,7066272.77228475
623,4284135.25808959
625,7933026.96020745
626,5155539.40225088
631,15577475.9532494
632,7071381.01036883
635,7054918.17665836
638,6940314.79489727
640,5929899.92354917
641,17555654.6097375
643,5246189.71808568
646,5246189.71808568
651,11100685.7329631
656,7381816.51994165
662,15300657.8894671
663,5524017.50163433
664,12456276.1124624
670,5873655.6056336
671,16119536.1125572
673,8690576.50287299
677,7243128.61692457
680,2136552.53651565
683,46668438.0847703
684,8364163.22098041
688,13635725.2578945
691,11186712.9810279
696,6171374.49958599
698,9815302.04367644
701,12871431.4762608
703,7972455.2489636
704,6271052.66793986
706,2026019.26011183
707,3709928.8186921
709,3242425.98623358
711,10647328.8873629
721,27182511.7476916
725,2439522.74982232
728,2826879.25677224
729,15331972.2791426
731,5742904.90192503
736,7814904.03142695
738,12153578.8673324
741,12155624.3332353
748,16743056.1925473
749,5015877.90735738
750,6047272.18882282
751,7896961.71508949
754,7853709.11613474
755,8059607.39249624
758,6887692.93901819
761,22299132.1699292
771,27052443.4299775
777,13064674.2745564
778,10780472.4543523
781,8750957.0400473
783,3089141.32091884
785,8357935.62299363
786,8755496.17683424
789,5913860.37537736
790,4435046.83002883
791,24347149.0304037
797,10321278.2834065
798,3317071.01216833
801,13150697.4354302
804,13359494.1744024
807,5490848.51224759
810,956449.394194518
811,8957219.16186932
821,19838049.7767148
825,9105629.09807486
831,23819684.7192729
833,16220097.7420982
834,2811328.52499575
835,3655603.64415167
841,15018106.4725338
851,7406941.17941355
855,3687204.40533574
861,10090178.5969277
871,9122951.55884555
876,7240969.61210538
881,17253566.3611754
884,7327604.74636626
891,6093572.92614425
893,9238085.70287871
896,15267228.0388926
904,7520964.11164615
911,7680470.44112317
915,4440360.16121126
921,27931164.9903853
928,6177582.29652735
931,6026354.71483555
937,5947981.30587309
941,11432149.8040774
943,6459459.55692237
951,28070658.6697314
953,5104838.66574689
961,16598817.2481296
971,13386863.8086118
981,6424487.23514061
1001,4749205.41706871
1002,5609349.50690377
1006,4945720.85872466
1013,9676647.0697572
1014,8056700.24595022
1015,14038692.9125408
1017,3580458.37022457
1019,5220310.20921454
1021,17347754.5795569
1031,6933607.10462798
1033,6623503.69086099
1040,15220119.2569348
1041,8881502.01793998
1044,2826295.30281187
1051,6813810.38863016
1058,4772166.75536483
1061,5544018.85585032
1065,4494855.62659053
1081,17048671.3838219
1086,6095461.11576775
1087,22032421.9384851
1090,7998365.67691637
1091,7121470.6103777
1099,14264288.3575273
1101,7409100.24679982
1103,7933509.10820562
1106,14849793.4412241
1111,7647974.84505985
1121,14431611.6039654
1131,8899050.40381905
1135,7530265.33305616
1139,5330171.44992385
1141,7046670.76364122
1154,8274649.5311524
1155,4510083.85457915
1168,5800860.37243887
1169,12623770.1832737
1171,8246234.03719842
1176,13618663.6076162
1181,20288549.1697625
1191,10694587.9976277
1195,10274517.061483
1200,6546671.25640744
1201,16952219.4872685
1204,9008847.24322446
1211,4641497.86515502
1227,4304476.20807549
1231,5744757.47616505
1233,14364370.8469232
1241,9415925.1039732
1249,4005798.11191983
1251,5833751.58997311
1258,6090430.88770464
1260,13017021.9012057
1261,23265971.0950784
1271,6359195.56376216
1281,20146506.8531773
1291,12342242.6521776
1301,8461795.4698598
1311,11656640.7171404
1320,7046932.5446187
1328,7611854.91651944
1331,709067.383094739
1345,5557689.56510755
1351,4651114.22760084
1355,5218572.52270389
1367,4736700.76902749
1371,7833906.17588595
1373,4647070.33456012
1379,3176316.42763463
1381,18367964.6233967
1391,12328444.2685407
1401,11673556.1686405
1406,4360797.43497097
1408,3999790.83307151
1411,8896088.47907265
1412,5721140.57564391
1417,3075077.99678503
1421,8000435.57443486
1423,9209587.49818757
1431,7556879.74485871
1441,16368195.128423
1448,4753679.17173919
1451,5853149.62208643
1461,9677961.65075443
1469,10291604.1180066
1470,2749891.6896781
1471,12712604.4864302
1473,10975405.1756335
1481,13325036.4624752
1501,16834573.9967575
1508,2651015.20329099
1511,8557527.92498521
1521,4375636.59766545
1526,8131152.73623931
1531,12209420.8247125
1536,11733720.8083716
1541,13063321.8495627
1548,4706404.09114425
1551,10833923.0372999
1554,7145319.81322247
1556,1537334.33973419
1561,11805993.6770338
1571,8926729.38958561
1581,11276449.0351665
1587,6896958.86316861
1600,5522116.5843321
1601,17757177.3770749
1610,7911206.14577994
1611,7757091.05192829
1617,9267197.81567906
1631,9572263.8845934
1632,4435478.67863781
1635,3834575.8466095
1637,12186158.0763348
1641,8052877.54244465
1651,5145164.44483243
1656,3620379.98799004
1660,5977824.51365179
1664,22728230.04895
1667,6129659.66602441
1670,5476697.2969539
1671,10229529.8082775
1681,7720299.16676374
1685,7018311.2045081
1686,5248689.945226
1691,6495227.36658182
1699,7916426.02017202
1711,13600356.135015
1713,5320990.04355864
1715,9122465.00207989
1719,6433470.75718233
1721,27678806.1702476
1725,4010509.27914192
1727,6215772.0954053
1731,6238047.49032606
1732,11449494.7121413
1739,4196851.93948219
1741,31693694.9849897
1742,10457675.7462333
1749,10258342.8801569
1751,9087634.05903436
1752,7877741.3868994
1757,3469132.06332418
1761,8486733.876607
1762,1458151.75877064
1776,8668811.53114505
1781,8342755.92961613
1789,15342122.8917669
1790,6042968.53798242
1791,7913883.88855734
1795,7902447.26222202
1801,7616440.56143254
1805,8224158.25259646
1806,9178329.48485292
1810,6417381.99643848
1821,13375480.8291695
1823,9849577.61187056
1831,15892023.95866
1841,12280036.9737755
1845,14905262.262606
1851,13201638.303388
1855,6132381.89827278
1856,15193949.5589421
1861,13607360.9687286
1869,5585796.19182243
1871,7126937.76490178
1881,10439294.5181501
1883,7910513.48586111
1891,9087131.43723484
1893,3540520.48227653
1898,2642112.54820035
1901,8206802.53896111
1902,7632061.36136375
1903,10949279.5056718
1904,5831365.97227409
1911,8251243.82357084
1921,4419122.74601554
1931,11340684.5333048
1941,12998294.4751925
1951,14142918.9252734
1961,13907112.8611811
1964,9071868.16485175
1970,8402097.79444282
1971,11320613.9577282
1977,2811328.52499575
1981,15668116.9604795
1990,21043672.4727614
1991,19339352.3198855
1998,6438172.58675489
2000,4830347.75835804
2004,3565114.79459553
2009,7606799.725708
2011,14709765.9309358
2020,11874660.0015511
2021,11409903.3412742
2024,6614099.40044596
2026,2136552.53651565
2031,20484727.6350159
2038,14355107.6260013
2041,28641755.197383
2042,6053342.88253642
2051,11542581.7355384
2053,7021005.1937701
2060,8762348.55725446
2061,11455908.9179338
2071,5312091.53493459
2080,4544816.97500898
2081,15238107.9955633
2091,27150348.8052873
2092,4475216.59477589
2099,10562208.7314414
2101,19133381.3102266
2103,14807104.273799
2111,3892966.09608705
2121,9248563.0686899
2128,8675889.88095307
2131,13069457.8313976
2141,7987570.52238966
2145,1829884.35524549
2147,4849703.41956128
2151,14869496.1510036
2155,6245631.05441673
2156,3614061.17933443
2161,9445173.93750065
2171,9419702.4293819
2173,15817492.7687244
2175,8926313.72398542
2191,16467749.2641173
2192,9221417.1296942
2193,6212256.0885758
2194,8761201.5314064
2196,6176240.73745219
2201,5017746.58988104
2211,7507275.79431448
2218,2534734.79293275
2245,6053342.88253642
2248,1.62867062656826e-08
2251,16215095.8919123
2259,30192660.4277505
2271,7716951.22665801
2281,6189449.13659606
2295,9593872.7085238
2311,10590634.1877542
2314,13821097.0363638
2321,28655583.154506
2331,12800711.488947
2337,8216433.70083259
2341,9243768.54547605
2346,8392076.8604767
2351,22851678.4587447
2365,8919917.64561386
2367,11749363.5962861
2372,4055909.18842224
2375,3394945.36215886
2381,20155409.9022048
2391,3787141.53691402
2394,2016933.32444231
2396,1.50870490607546e-11
2401,22621798.988352
2422,6732123.42906957
2431,10621320.7863843
2441,9240935.37845108
2450,12025145.6416856
2451,18519329.9581677
2460,5973146.28077472
2461,3515418.66205516
2466,7151009.4670674
2468,4298326.06867209
2470,11225186.2668541
2471,3792295.2091715
2473,13522773.4505079
2491,5636090.81791615
2493,2587526.65993914
2495,5180425.09478641
2496,6879435.09877699
2505,7976223.51412841
2511,14929105.6798334
2517,9513013.94139806
2520,3514277.86973099
2521,11544230.7426656
2531,6126495.25344826
2541,8516307.95384955
2551,6267806.54324902
2554,5233256.04301666
2561,7094210.97806867
2571,8015868.35616907
2572,6868166.98070849
2580,571037.012089642
2591,6001203.35607231
2601,7336362.62175639
2609,14734412.2266949
2611,17773023.2274743
2615,21946162.2909077
2631,6870558.73859957
2641,15545984.3894984
2650,9785635.77099493
2651,10260711.6432359
2661,8330023.80657395
2663,3533277.36244411
2667,5155539.40225088
2671,23754507.4301133
2681,22221220.1699141
2700,17515335.8939028
2701,16647500.6003591
2703,10015130.3944517
2710,2136552.53651565
2711,21558848.7219672
2718,20675855.0132612
2731,13312107.2089242
2751,13908399.6171248
2757,5168910.6876673
2773,4148542.77296996
2779,3479446.64064378
2781,5808675.2661493
2795,6180909.36453807
2801,7443393.43697594
2803,3670322.25245776
2809,6473728.70269515
2811,6177681.42704807
2831,6081299.52880621
2834,4943439.66349671
2844,5373413.97695278
2851,22340864.8637109
2861,24954806.7582066
2862,5912608.47729669
2870,15234029.1689271
2871,4276349.14328928
2873,5429647.68434038
2880,7261436.78962629
2881,21908232.0993385
2890,6861146.47003413
2891,2670957.53905286
2901,16083994.0473961
2905,15242660.6379292
2907,1217210.51591508
2911,5321021.24444931
2923,5583415.83442106
2925,4189677.94819546
2930,11901186.5310032
2931,4597114.62607704
2936,5862405.56543092
2951,10234404.8467241
2957,5272490.00352205
2959,8145353.14223155
2961,6134333.07083607
2963,11445817.190127
2981,10446691.8337826
2991,5821623.85646859
2999,571037.012089642
3021,6518631.0364965
3031,8645006.7028839
3041,5656558.49549041
3051,10535049.503159
3081,2515600.12938276
3111,9543819.68134563
3121,27475113.5213802
3131,27756030.1099701
3191,26719982.9100123
3202,10124792.7845984
3203,23863318.1042765
3204,13295847.4710647
3205,6220878.09076963
3206,7650650.51818138
3207,7596557.36700108
3208,3839527.55816571
3209,8500273.18862859
3210,16347071.0204378
3211,9603564.73425478
3212,7947276.52354541
3213,9459544.17849652
3214,5510382.00578173
3215,15838432.4193866
3220,7639020.87852181
3221,11870456.2186108
3222,8518183.18943678
3223,19409943.2212072
3224,5039605.70895393
3225,12242232.2487062
3226,8628047.65070011
3229,7923646.05322042
3230,22176729.5861412
3231,16250855.9776909
3233,8814964.26038915
3234,11176972.5644603
3236,9021088.67182328
3240,16422043.7455832
3243,10335999.6120183
3245,10264115.3826359
3246,10905622.6449405
3247,11283472.9223487
3248,11131546.3919526
3251,5976536.16167442
3252,2925388.46876729
3253,10096024.3653396
3255,17533374.488933
3256,8999588.27887029
3257,4936664.75383565
3258,25896085.6272651
3259,16942007.986653
3260,5521720.62358104
3261,5115327.2430768
3262,4882640.39448007
3263,25763156.5151257
3264,16344242.1372686
3270,4874456.74419019
3271,17529614.938738
3272,25698881.2929117
3274,7932460.51134179
3275,12173762.9330672
3277,4948506.64272964
3278,14060374.5012029
3280,5879926.44177923
3281,7455697.5752233
3282,6120631.72051334
3283,4981929.87718038
3284,9941082.57753148
3285,22621007.5202263
3286,9904478.85442017
3287,3328281.19955215
3288,1164347.24926911
3291,5243067.85534845
3292,7121233.7752596
3293,9638630.38261568
3294,11357883.205325
3295,3424025.38398045
3297,5441739.45897914
3299,11456506.6433117
3300,25742609.3052745
3301,13447704.898452
3302,9315520.78893819
3304,33870909.6769585
3306,5745005.203499
3307,3831632.86505069
3308,13029722.8252128
3309,7379329.5538905
3310,21120335.6861134
3311,11035672.855242
3312,8664751.19142325
3313,2415458.82563486
3314,24401037.6880438
3315,7481076.28462003
3316,4871322.5050256
3317,9911415.72899276
3318,14417405.0787737
3319,8720329.50254714
3320,7364726.58461009
3321,5472363.62904595
3322,14532816.2351789
3323,9682364.49486417
3325,6688114.87145484
3328,10313737.7282907
3329,18690974.0900417
3330,11109465.879301
3331,6292328.01923443
3332,16540936.7821829
3333,8963948.43006876
3334,3397704.89067054
3335,7194687.18375819
3336,19466997.6197797
3337,10031146.2933105
3338,9692200.21480628
3339,12229857.1133782
3340,13364446.7535694
3341,8329373.04380554
3342,8997945.29882536
3343,9364232.15365155
3344,5517290.26841712
3345,11253501.9178354
3346,11849176.3968773
3349,7189965.60726113
3350,11212411.6386374
3351,6984900.43100388
3352,10860596.3774033
3353,5897297.97257104
3354,3529837.79799759
3355,4335529.51291477
3356,7082846.74028912
3357,21685813.7095776
3358,5949564.65035253
3359,7389578.5176471
3361,8795208.76733038
3362,5330657.06718038
3363,6301366.03162244
3364,5215833.28570519
3365,8722106.89968902
3367,3226273.9708052
3369,7930766.78057698
3370,6899656.27646031
3371,2944632.58600589
3373,10131255.6633001
3374,10692274.4838077
3375,6422366.88925081
3376,6875221.55377155
3378,6648064.43927181
3379,8853572.3942669
3380,8674921.72911038
3381,6593317.96428013
3382,6391233.59246079
3383,3546584.32649202
3384,1652844.53256413
3385,1657452.85527834
3386,5181210.47215891
3387,9948628.50703193
3389,4626316.8059623
3391,2559840.52723191
3392,6595890.80178378
3393,5746182.43738173
3394,4609653.73642319
3395,5668752.24367376
3396,4543986.14171564
3398,1865673.61899422
3399,1455055.39004974
3400,7101695.29286108
3401,8017707.37566803
3402,2227090.10879605
3403,20201786.3924336
3404,4985369.77895757
3405,7721273.5474352
3406,7983141.80934769
3407,11312035.0398853
3408,7634830.85124631
3409,6126389.32896223
3410,5250266.64003832
3411,19623221.882083
3412,8116210.50109113
3414,4145921.81658006
3415,9110937.35390696
3416,2808447.82347255
3417,1372954.95927326
3418,6717667.11946585
3419,6393336.68545314
3420,4955719.8322247
3421,14715922.7328637
3422,31899372.5053056
3423,21817612.9325423
3424,3877130.94951587
3425,5400602.07068916
3426,4964656.13198238
3427,5242493.39589957
3428,7332319.96855393
3429,8264912.28872142
3430,13215852.2612811
3432,6993731.4798253
3433,4168463.8125855
3434,7085644.17003182
3435,6014556.21743754
3436,18105940.1535418
3437,17862577.6956995
3439,12898537.3222016
3440,10505647.000514
3441,3741518.56558399
3442,5310108.84444234
3443,3840293.75870492
3444,9233005.77304379
3447,6144602.73448022
3450,4393061.02918297
3452,10099954.3267802
3453,2321767.0800705
3456,8957800.12730787
3457,6937008.62611668
3458,18090824.7256171
3463,11238053.0871856
3465,5208625.00307697
4030,6053342.88253642
4055,11553589.7273815
4063,9474091.94219004
4079,6070313.76396299
4084,6418418.24981202
4086,10968116.3970815
4111,10274281.7645508
4113,4748576.92539195
4114,5682513.09752445
4117,4088305.06027812
4124,11378480.8536655
4128,1537334.33973419
4197,3730174.43783382
4202,409751.360751497
4203,1088292.36247333
4204,2445209.25591502
4205,2653887.71382039
4219,5507538.01788273
4237,7892346.76132012
4243,5207756.34297158
4254,1388411.36211485
4259,2360141.10165928
4260,9151056.67449781
4265,6587230.86183099
4301,21264499.0895792
4309,15986984.0715297
4312,7747819.43591354
4334,571037.012089642
4351,3628281.40829442
4365,9107795.7875787
4424,12598039.6177387
4432,5628010.46289407
4439,10725548.0987795
4469,21657195.2056519
5103,9471588.17353592
5115,4011591.69568813
5126,9595126.55018061
5152,9759093.76283982
5178,16049952.7623383
5195,6104286.99671026
5210,17418122.5284711
5212,18627458.558501
5243,4108485.10802674
5254,4549694.14888374
5261,5012307.94837469
5268,10483292.298281
5279,11243933.1863508
5285,1914410.97035966
5308,4926558.49108206
5309,12614305.8898511
5314,6094853.1153356
5325,10458026.2120353
5326,9041941.1920686
5330,7730094.99363751
5333,6197765.38166965
5340,8678733.51733908
5345,8717348.99679968
5361,8450917.29762211
5362,12233211.4768408
5363,18912869.74711
5367,7871253.40367006
5376,10682081.2105372
5385,2189804.46221759
5397,5204546.41517297
5428,1635321.86041919
5436,9008412.38827587
5441,8480838.29744468
5447,5155539.40225088
5452,2867990.37801656
5467,8960157.2802202
5468,1250655.71701351
5469,2553158.88222811
5478,3834295.11043263
5479,1976960.09163815
5480,3396932.12356464
5482,5576034.86741481
5483,5734931.09129198
5484,6148903.46601853
5498,15757584.7299177
5499,6415595.5310498
5501,10117043.99109
5504,1360343.57099103
5505,5246189.71808568
5509,7177064.69300026
5510,5246189.71808568
5512,1198161.36059119
5516,7451636.66228153
5520,2362152.22923998
5523,5066148.55536564
5531,3202431.34861549
5534,5393410.22594312
5536,7061082.47459092
5556,1370583.58563548
5560,2826295.30281187
5562,6338548.77725693
5570,3491336.61598517
5571,4690770.71930391
5574,8283462.52011621
5578,8577945.53660081
5588,1272632.9082337
5593,2136552.53651565
5600,2136552.53651565
5603,1388411.36211485
5609,11986764.3614611
5613,8381778.40512799
5639,4505322.91296437
5647,9858244.65808781
5648,5515004.85518541
5649,5855311.53373987
5671,5175601.03739903
5683,4878991.60658147
5703,7685712.77371748
5717,6975961.13111339
5731,1699584.05671718
5748,29323324.9824843
5762,1360343.57099103
5771,4759910.35254969
5779,5283322.03750461
5785,8395147.51447102
5801,3994528.02750292
5805,5155539.40225088
5811,3933169.82857605
5815,6821315.15475558
5834,5487992.17253704
5837,6012778.08464355
5879,9946473.77858801
5889,2876085.59508563
5890,2876085.59508563
5937,1388411.36211485
5954,6867836.57060455
5955,3541272.58886737
5958,7155584.53169329
5959,6068068.67723778
5978,4934019.02897479
5983,3208205.19773541
5994,2693844.18666566
6006,22356149.1315659
6009,8163343.79249066
6011,8902530.51472663
6014,12326115.2418999
6016,12411226.2652828
6017,7835386.4734734
6019,11432265.9654062
6027,2811328.52499575
6035,7744115.74008533
6040,3138269.46010947
6041,13890584.4276511
6042,4492825.83483315
6058,6608303.74375438
6068,7608292.42502776
6102,4802147.09619098
6103,2592484.22173228
6112,7063122.16748646
6132,5989010.88129204
6137,2432820.7118688
6147,4393157.72288951
6148,2750463.82291533
6149,11610642.9647948
6151,4184934.20094436
6158,14424758.7351515
6165,6749574.20591601
6180,9960715.1683931
6183,12081140.8227782
6189,7025457.96145545
6191,7132508.595826
6198,7187286.23069457
6203,2756806.79993569
6206,8840897.64590872
6207,7946784.18720337
6209,6687714.15914124
6217,12645356.7473984
6220,10649487.29241
6221,13627104.1982281
6226,43158172.123668
6229,6704774.33221495
6232,3755606.28628872
6233,5988003.50494397
6234,6216898.19456638
6235,6752856.7287687
6236,6872984.26411367
6240,5186915.80696506
6245,3381535.13301057
6246,9979377.13638483
6251,7960515.82649738
6255,3762624.31667068
6256,11007388.3910038
6259,8368659.16511975
6261,6036525.24237137
6263,2223917.98880758
6264,7809363.83994495
6265,1012269.96642997
6266,6367006.10217204
6269,5467804.88543014
6279,8864003.34224159
6283,7210413.42510868
6284,1360343.57099103
6286,4595321.7808956
6299,7423962.45677071
6301,4704678.51610489
6307,19090778.1601388
6319,8250113.71035578
6326,6001641.5273443
6327,4536237.72882816
6335,4829593.85945866
6341,6653478.4540863
6345,10318493.8251124
6364,5838067.83137937
6367,8222838.68086313
6372,9969082.20243663
6377,3795222.44703813
6382,6319135.30876679
6383,11195788.417745
6387,6517093.16827086
6389,1537334.33973419
6390,2372029.32053461
6391,8424688.40128412
6399,3261562.40949392
6400,4976731.53453113
6402,2726077.00156805
6404,6011116.87727713
6405,7868004.72295785
6411,6716023.00910644
6416,2949565.3107473
6422,6880880.88992692
6423,5234602.63041329
6424,5328464.78833122
6427,6902212.12732564
6428,7810881.30850211
6430,5090005.71835445
6436,3287846.30272762
6439,7388679.92187884
6444,11097914.366717
6445,4528855.01809048
6449,19320671.7902858
6453,5673054.84123771
6476,5106114.07348451
6484,5260870.42227494
6486,18484064.360606
6487,2826295.30281187
6491,5697847.17187072
6499,6225259.91419416
6500,13525490.6558923
6502,6296720.30418672
6503,7499757.70563217
6507,14202041.2861356
6513,6810634.38956974
6520,6902246.89385695
6524,7954058.47305052
6527,1568820.62841481
6530,3574066.56682036
6535,2910545.09338384
6545,10981708.9856003
6549,6176356.88535527
6583,4473526.38079679
6596,3703956.2634927
6600,5209154.25893058
6612,4653696.79925199
6617,5894485.18592252
6620,1537334.33973419
6633,5505553.50915932
6638,12499629.2932269
6641,1888932.09836017
6644,5155539.40225088
6652,3967590.50726967
6662,5456039.24623778
6666,3145475.72361665
6671,8407179.13792566
6677,2904472.68898238
6682,11699425.0282908
6687,2033580.22229131
6689,5245471.9972885
6692,8879025.62441536
6693,4910484.58500787
6694,3997205.83299599
6700,14545757.7038186
6723,7166862.49701348
6728,6702130.0263012
6732,5690433.60127762
6736,1971876.48146857
6738,4768285.83253404
6747,3176685.66645121
6748,28139036.0221682
6754,5934992.26845718
6767,3034854.61310165
6777,4230881.14609478
6788,2584887.25828767
6790,12736283.8819239
6795,5155539.40225088
6803,3358332.51696849
6808,7064271.85651509
6817,10807580.7058721
6826,18041017.6104567
6849,12293247.7994372
6850,12518588.7687696
6862,2944309.83497756
6866,5534502.20495401
6875,3872649.32192056
6882,13301259.1728001
6890,6801834.14030194
6897,6084945.83676093
6901,2136552.53651565
6902,2432820.7118688
6906,3884392.71862646
6907,8113009.6501821
6910,4784959.32563124
6911,4863284.42886904
6919,14197737.3567728
6934,4242965.20099805
6946,8152666.99294317
6954,7744115.74008533
6966,5225298.75756158
6970,8140588.99140737
6976,3226863.80645921
6981,10467879.227244
7029,3038208.44977282
7043,8353995.27319452
7057,2971763.24579777
7060,5778928.52624964
7077,18908721.9313578
7078,8046295.28561036
7086,10604231.5516779
7087,3186471.64483968
7089,12226171.1446416
7090,3176316.42763463
7091,5738726.79928734
7095,3474162.42948019
7097,2457858.24341862
7098,6808394.47778183
7102,14345280.291018
7104,1710595.18988461
7111,6266766.73528582
7122,7814904.03142695
7126,10374487.1970286
7134,5155539.40225088
7136,1435724.10779348
7139,7219710.3059928
7140,4451145.54751474
7152,5490172.98526104
7153,7278646.1227886
7164,8656445.01945226
7178,8724404.27139226
7182,4207554.8160012
7185,3144128.50012805
7188,12689165.7787794
7190,4138830.29963784
7206,8566954.09554277
7207,3142336.78900163
7211,3086215.26559886
7216,2493367.94822141
7243,3249820.39836167
7244,6140205.18687848
7248,8053563.66110748
7251,9198101.16765421
7262,12614305.8898511
7264,5755330.80499034
7275,5398307.75415296
7280,1458114.12295497
7283,4278339.9743657
7286,13305089.637743
7293,4415764.04045153
7294,4761346.66311445
7295,15130781.5098929
7302,8395147.51447102
7309,10482262.8436221
7320,571037.012089642
7323,8134530.26075843
7331,4064193.77573504
7337,4645769.51796829
7343,3428296.85244996
7386,2405780.96107027
7401,9834931.20262488
7426,14602262.0442023
7498,14753405.2489077
8281,9843910.34890584
9638,6852467.27669028
9774,5680255.74065988
10000,8854088.73232586
10001,6430355.56562202
10002,6933136.32562521
10003,5422529.21581774
10004,7406896.42910876
10005,8541316.78991772
